RECALL_NUMBER,StartDate,EndDate,Incident_NumItems,Incident_UniqueProducts,Incident_BrandsInvolved,BrandList,Incident_Pathogen,Incident_Severity,Incident_DurationDays
7750,2012-10-01 20:00:00,2012-10-01 20:00:00,1,1,1,loblaw companies,microbiological (pathogenic) e.coli o157:h7,Class I,0
7703,2012-10-01 19:56:00,2012-10-01 19:56:00,2,2,1,entrepôt des viandes,microbiological (pathogenic) e.coli o157:h7,Class I,0
7926,2012-10-01 19:56:00,2012-10-01 19:56:00,3,3,1,the kitchen table,microbiological (pathogenic) e.coli o157:h7,Class I,0
7727,2012-10-01 19:56:00,2012-10-01 19:56:00,2,2,1,brooks meat packers,microbiological (pathogenic) e.coli o157:h7,Class I,0
7553,2012-10-01 13:40:00,2012-10-01 13:40:00,1,1,1,coop atlantic,microbiological (pathogenic) e.coli o157:h7,Class I,0
7460,2012-10-01 13:10:00,2012-10-01 13:10:00,1,1,1,nestle,microbiological (pathogenic) salmonella,Class I,0
7769,2012-09-30 20:00:00,2012-09-30 20:00:00,1,1,1,overwaitea food group,microbiological (pathogenic) e.coli o157:h7,Class I,0
7736,2012-09-30 19:25:00,2012-09-30 19:25:00,2,1,2,"sold at giant tiger/ vendu dans les magasins tigre géant, sold at northern stores / vendu dans les magasins northern",microbiological (pathogenic) e.coli o157:h7,Class I,0
7760,2012-09-30 19:25:00,2012-09-30 19:25:00,9,8,1,smith's quality meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
7462,2012-09-30 16:00:00,2012-09-30 16:00:00,152,150,2,"safeway, the butcher's cut",microbiological (pathogenic) e.coli o157:h7,Class I,0
7560,2012-09-30 11:36:00,2012-09-30 11:36:00,1,1,1,longos,microbiological (pathogenic) e.coli o157:h7,Class I,0
7925,2012-09-29 21:04:00,2012-09-29 21:04:00,2,2,1,kirkland signature,microbiological (pathogenic) e.coli o157:h7,Class I,0
7723,2012-09-29 21:04:00,2012-09-29 21:04:00,3,3,1,prairie meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
7724,2012-09-29 21:04:00,2012-09-29 21:04:00,2,2,2,"donald's fine foods (est 429), walmart",microbiological (pathogenic) e.coli o157:h7,Class I,0
7749,2012-09-29 20:00:00,2012-09-29 20:00:00,1,1,1,loblaw companies,microbiological (pathogenic) e.coli o157:h7,Class I,0
7746,2012-09-29 20:00:00,2012-09-29 20:00:00,1,1,1,various sobeys banners/brands,microbiological (pathogenic) e.coli o157:h7,Class I,0
7475,2012-09-29 15:58:00,2012-09-29 15:58:00,7,4,5,"delectable, délectable, pasquier, tendero, viandes vp meats",microbiological (pathogenic) e.coli o157:h7,Class I,0
7938,2012-09-28 23:30:00,2012-09-28 23:30:00,1,1,1,wal-mart,microbiological (pathogenic) e.coli o157:h7,Class I,0
7477,2012-09-28 20:30:00,2012-09-28 20:30:00,1,1,1,metro,microbiological (pathogenic) e.coli o157:h7,Class I,0
7725,2012-09-28 20:00:00,2012-09-28 20:00:00,4,3,3,"none (sold at walmart), presidents choice, steakhouse angus select",microbiological (pathogenic) e.coli o157:h7,Class I,0
7508,2012-09-28 19:45:00,2012-09-28 19:45:00,1,1,1,coop,microbiological (pathogenic) e.coli o157:h7,Class I,0
7473,2012-09-28 18:30:00,2012-09-28 18:30:00,17,13,1,to-le-do,microbiological (pathogenic) e.coli o157:h7,Class I,0
7458,2012-09-27 23:20:00,2012-09-27 23:20:00,3,2,1,champ's mushrooms,microbiological (pathogenic) listeria,Class I,0
7792,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,centennial foodservice - richmond,microbiological (pathogenic) e.coli o157:h7,Class I,0
7708,2012-09-27 22:45:00,2012-09-27 22:45:00,3,3,1,pro-marque,microbiological (pathogenic) e.coli o157:h7,Class I,0
7709,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,nepco - xl food,microbiological (pathogenic) e.coli o157:h7,Class I,0
7733,2012-09-27 22:45:00,2012-09-27 22:45:00,14,14,1,centennial foodservice - richmond,microbiological (pathogenic) e.coli o157:h7,Class I,0
7726,2012-09-27 22:45:00,2012-09-27 22:45:00,10,6,1,centennial foodservice est 672,microbiological (pathogenic) e.coli o157:h7,Class I,0
7722,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,hing man meat inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7719,2012-09-27 22:45:00,2012-09-27 22:45:00,28,28,1,penguin meat supply,microbiological (pathogenic) e.coli o157:h7,Class I,0
7716,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,none / aucun,microbiological (pathogenic) e.coli o157:h7,Class I,0
7715,2012-09-27 22:45:00,2012-09-27 22:45:00,2,2,1,none / aucun,microbiological (pathogenic) e.coli o157:h7,Class I,0
7713,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,sepco,microbiological (pathogenic) e.coli o157:h7,Class I,0
7710,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,roch,microbiological (pathogenic) e.coli o157:h7,Class I,0
7706,2012-09-27 22:45:00,2012-09-27 22:45:00,7,7,1,chatel,microbiological (pathogenic) e.coli o157:h7,Class I,0
7735,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,vannee meat & poultry ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7705,2012-09-27 22:45:00,2012-09-27 22:45:00,2,2,1,xl foods,microbiological (pathogenic) e.coli o157:h7,Class I,0
7704,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,prime,microbiological (pathogenic) e.coli o157:h7,Class I,0
7701,2012-09-27 22:45:00,2012-09-27 22:45:00,5,4,1,les viandes surfines inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7700,2012-09-27 22:45:00,2012-09-27 22:45:00,42,23,9,"butche's block portioned meats, butcher's block portioned meat, butcher's block portioned meat aa, butcher's block portioned meats, butcher's block portioned meats aa, honeyman's, honeyman's beef purveyors, j.j. derma meats, sysco fine meats",microbiological (pathogenic) e.coli o157:h7,Class I,0
7699,2012-09-27 22:45:00,2012-09-27 22:45:00,4,4,1,woodward,microbiological (pathogenic) e.coli o157:h7,Class I,0
7698,2012-09-27 22:45:00,2012-09-27 22:45:00,9,2,1,none,microbiological (pathogenic) e.coli o157:h7,Class I,0
7697,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,intercity packers,microbiological (pathogenic) e.coli o157:h7,Class I,0
7461,2012-09-27 22:45:00,2012-09-27 22:45:00,221,205,2,"est 38, xl foods",microbiological (pathogenic) e.coli o157:h7,Class I,0
7734,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,none - est 653 / aucune marque - est 653,microbiological (pathogenic) e.coli o157:h7,Class I,0
7712,2012-09-27 22:45:00,2012-09-27 22:45:00,13,13,4,"capital packers, capital packers inc, capital packers inc., ranch brand",microbiological (pathogenic) e.coli o157:h7,Class I,0
7745,2012-09-27 22:45:00,2012-09-27 22:45:00,3,3,2,"intercity packers, none",microbiological (pathogenic) e.coli o157:h7,Class I,0
7762,2012-09-27 22:45:00,2012-09-27 22:45:00,20,20,1,g. lauzon,microbiological (pathogenic) e.coli o157:h7,Class I,0
7789,2012-09-27 22:45:00,2012-09-27 22:45:00,16,15,1,b&c foods,microbiological (pathogenic) e.coli o157:h7,Class I,0
7779,2012-09-27 22:45:00,2012-09-27 22:45:00,2,2,1,t. lauzon ltée,microbiological (pathogenic) e.coli o157:h7,Class I,0
7772,2012-09-27 22:45:00,2012-09-27 22:45:00,2,2,2,"xl foods inc, xl foods inc.",microbiological (pathogenic) e.coli o157:h7,Class I,0
7771,2012-09-27 22:45:00,2012-09-27 22:45:00,2,2,1,intercity packers,microbiological (pathogenic) e.coli o157:h7,Class I,0
7766,2012-09-27 22:45:00,2012-09-27 22:45:00,2,2,1,none,microbiological (pathogenic) e.coli o157:h7,Class I,0
7765,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,none,microbiological (pathogenic) e.coli o157:h7,Class I,0
7800,2012-09-27 22:45:00,2012-09-27 22:45:00,6,6,1,none,microbiological (pathogenic) e.coli o157:h7,Class I,0
7763,2012-09-27 22:45:00,2012-09-27 22:45:00,30,30,1,bouvillons bellerive inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7758,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,expressco,microbiological (pathogenic) e.coli o157:h7,Class I,0
7757,2012-09-27 22:45:00,2012-09-27 22:45:00,5,1,3,"appleton, bramic sales inc., horn's deli",microbiological (pathogenic) e.coli o157:h7,Class I,0
7756,2012-09-27 22:45:00,2012-09-27 22:45:00,1,1,1,herpak,microbiological (pathogenic) e.coli o157:h7,Class I,0
7755,2012-09-27 22:45:00,2012-09-27 22:45:00,3,3,1,viandes giroux 1997,microbiological (pathogenic) e.coli o157:h7,Class I,0
7754,2012-09-27 22:45:00,2012-09-27 22:45:00,2,2,1,t. lauzon,microbiological (pathogenic) e.coli o157:h7,Class I,0
7753,2012-09-27 22:45:00,2012-09-27 22:45:00,6,6,2,"s/o, salaison alpha",microbiological (pathogenic) e.coli o157:h7,Class I,0
7612,2012-09-27 19:54:00,2012-09-27 19:54:00,1,1,1,sunridge farms,microbiological (pathogenic) salmonella,Class I,0
7609,2012-09-27 19:54:00,2012-09-27 19:54:00,1,1,1,sunridge farms,microbiological (pathogenic) salmonella,Class I,0
7613,2012-09-27 19:54:00,2012-09-27 19:54:00,1,1,1,sunridge farm,microbiological (pathogenic) salmonella,Class I,0
7608,2012-09-27 16:50:00,2012-09-27 16:50:00,1,1,1,community naturals,microbiological (pathogenic) salmonella,Class I,0
7614,2012-09-27 16:50:00,2012-09-27 16:50:00,3,1,2,"amaranth whole foods market, none",microbiological (pathogenic) salmonella,Class I,0
7459,2012-09-27 14:58:00,2012-09-27 14:58:00,1,1,1,none,microbiological (pathogenic) salmonella,Class I,0
7603,2012-09-27 13:04:00,2012-09-27 13:04:00,2,2,1,freson bros.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7611,2012-09-27 12:53:00,2012-09-27 12:53:00,1,1,1,old fashion foods,microbiological (pathogenic) salmonella,Class I,0
7573,2012-09-27 12:00:00,2012-09-27 12:00:00,1,1,1,prepared for reddi food solutions,microbiological (pathogenic) e.coli o157:h7,Class I,0
7454,2012-09-26 19:59:00,2012-09-26 19:59:00,1,1,1,sunridge farms,microbiological (pathogenic) salmonella,Class I,0
7533,2012-09-26 19:30:00,2012-09-26 19:30:00,14,14,2,"centennial foodservice, centennial foodservice (peters' drive inn)",microbiological (pathogenic) e.coli o157:h7,Class I,0
7456,2012-09-26 10:35:00,2012-09-26 10:35:00,7,4,3,"burger king, no brand, w",microbiological (pathogenic) e.coli o157:h7,Class I,0
7447,2012-09-26 10:35:00,2012-09-26 10:35:00,24,8,6,"burger king, dq, no brand, nossack fine meats, w, white spot",microbiological (pathogenic) e.coli o157:h7,Class I,0
7444,2012-09-26 03:45:00,2012-09-26 03:45:00,1,1,1,kirkland,microbiological (pathogenic) e.coli o157:h7,Class I,0
7810,2012-09-25 18:13:00,2012-09-25 18:13:00,2,2,2,"none, none / aucun",microbiological (pathogenic) e.coli o157:h7,Class I,0
7790,2012-09-25 18:13:00,2012-09-25 18:13:00,3,3,1,none / aucun,microbiological (pathogenic) e.coli o157:h7,Class I,0
7452,2012-09-25 14:15:00,2012-09-25 14:15:00,2,2,1,trader joe's,microbiological (pathogenic) salmonella,Class I,0
7449,2012-09-25 12:45:00,2012-09-25 12:45:00,57,45,1,co-op,microbiological (pathogenic) e.coli o157:h7,Class I,0
7809,2012-09-22 22:40:00,2012-09-22 22:40:00,12,12,1,none,microbiological (pathogenic) e.coli o157:h7,Class I,0
7621,2012-09-22 21:00:00,2012-09-22 21:00:00,1,1,1,sobeys inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7451,2012-09-21 22:15:00,2012-09-21 22:15:00,20,20,2,"est 38, est. 38",microbiological (pathogenic) e.coli o157:h7,Class I,0
7720,2012-09-21 22:15:00,2012-09-21 22:15:00,15,12,3,"b&c foods, island pride, none / aucun",microbiological (pathogenic) e.coli o157:h7,Class I,0
7718,2012-09-21 22:15:00,2012-09-21 22:15:00,2,2,1,none / aucun,microbiological (pathogenic) e.coli o157:h7,Class I,0
7620,2012-09-21 22:15:00,2012-09-21 22:15:00,1,1,1,sobeys inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7601,2012-09-21 18:00:00,2012-09-21 18:00:00,1,1,1,freson bros.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7471,2012-09-21 18:00:00,2012-09-21 18:00:00,6,3,2,"big way, super a",microbiological (pathogenic) e.coli o157:h7,Class I,0
7455,2012-09-20 18:30:00,2012-09-20 18:30:00,17,16,1,safeway,microbiological (pathogenic) e.coli o157:h7,Class I,0
7446,2012-09-20 18:00:00,2012-09-20 18:00:00,10,9,3,"douglas meats / foodland iga, douglas meats / marketplace co-op, none / aucun",microbiological (pathogenic) e.coli o157:h7,Class I,0
7479,2012-09-20 17:00:00,2012-09-20 17:00:00,1,1,1,metro ontario,microbiological (pathogenic) e.coli o157:h7,Class I,0
7450,2012-09-20 10:05:00,2012-09-20 10:05:00,6,6,1,est. 38,microbiological (pathogenic) e.coli o157:h7,Class I,0
7619,2012-09-19 17:00:00,2012-09-19 17:00:00,1,1,1,sobeys inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7889,2012-09-19 17:00:00,2012-09-19 17:00:00,1,1,1,sold from presto and club entrepot,microbiological (pathogenic) e.coli o157:h7,Class I,0
7438,2012-09-19 13:45:00,2012-09-19 13:45:00,56,45,1,co-op,microbiological (pathogenic) e.coli o157:h7,Class I,0
7436,2012-09-18 18:25:00,2012-09-18 18:25:00,19,19,4,"centennial foodservice, centennial foodservice (peters' drive inn), centennial foodservice (ric's grill), keg brands",microbiological (pathogenic) e.coli o157:h7,Class I,0
7434,2012-09-18 17:40:00,2012-09-18 17:40:00,7,6,2,"giant tiger, northern",microbiological (pathogenic) e.coli o157:h7,Class I,0
7888,2012-09-18 17:00:00,2012-09-18 17:00:00,1,1,1,none,microbiological (pathogenic) e.coli o157:h7,Class I,0
7482,2012-09-18 15:45:00,2012-09-18 15:45:00,6,6,1,prepared for reddi food solutions inc. est 442,microbiological (pathogenic) e.coli o157:h7,Class I,0
7605,2012-09-17 17:00:00,2012-09-17 17:00:00,1,1,1,loblaw brands ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7606,2012-09-17 17:00:00,2012-09-17 17:00:00,1,1,1,sobeys inc.,microbiological (pathogenic) e.coli o157:h7,Class I,0
7478,2012-09-17 17:00:00,2012-09-17 17:00:00,5,5,2,"metro, metro ontario",microbiological (pathogenic) e.coli o157:h7,Class I,0
7432,2012-09-17 16:14:00,2012-09-17 16:14:00,1,1,1,entrepôt de viandes,microbiological (pathogenic) e.coli o157:h7,Class I,0
7430,2012-09-17 12:38:00,2012-09-17 12:38:00,4,3,2,"metro, super c",microbiological (pathogenic) e.coli o157:h7,Class I,0
7416,2012-09-16 22:32:00,2012-09-16 22:32:00,1,1,1,ponderosa mushrooms,microbiological (pathogenic) listeria,Class I,0
7445,2012-09-16 20:00:00,2012-09-16 20:00:00,3,3,1,kirkland signature,microbiological (pathogenic) e.coli o157:h7,Class I,0
7442,2012-09-16 20:00:00,2012-09-16 20:00:00,18,18,1,safeway,microbiological (pathogenic) e.coli o157:h7,Class I,0
7441,2012-09-16 20:00:00,2012-09-16 20:00:00,2,2,1,calahoo meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
7468,2012-09-16 11:42:00,2012-09-16 11:42:00,15,14,1,none,microbiological (pathogenic) e.coli o157:h7,Class I,0
7414,2012-09-15 14:30:00,2012-09-15 14:30:00,33,28,2,"est 38, est. 38",microbiological (pathogenic) e.coli o157:h7,Class I,0
7425,2012-09-13 16:45:00,2012-09-13 16:45:00,2,2,2,"cru du clocher regulier, le cru du clocher",microbiological (pathogenic) listeria,Class I,0
7344,2012-09-05 13:30:00,2012-09-05 13:30:00,4,3,4,"alpine, baby's choice, crystal, encounter",microbiological (other),Class III,0
7403,2012-09-02 17:20:00,2012-09-02 17:20:00,2,2,1,ready pac,microbiological (pathogenic) salmonella,Class I,0
7405,2012-09-01 22:42:00,2012-09-01 22:42:00,4,4,1,glatt's,microbiological (pathogenic) e.coli o157:h7,Class I,0
7404,2012-08-31 20:45:00,2012-08-31 20:45:00,1,1,1,catania,microbiological (pathogenic) salmonella,Class I,0
7400,2012-08-31 15:15:00,2012-08-31 15:15:00,1,1,1,daniella,microbiological (pathogenic) salmonella,Class I,0
7398,2012-08-30 21:10:00,2012-08-30 21:10:00,7,7,1,sunterra market,microbiological (pathogenic) salmonella,Class I,0
7402,2012-08-30 17:30:00,2012-08-30 17:30:00,1,1,1,daniella,microbiological (pathogenic) salmonella,Class I,0
7396,2012-08-29 22:00:00,2012-08-29 22:00:00,1,1,1,none / aucun,microbiological (pathogenic) salmonella,Class I,0
7390,2012-08-28 18:24:00,2012-08-28 18:24:00,1,1,1,daniella,microbiological (pathogenic) salmonella,Class I,0
7387,2012-08-27 10:15:00,2012-08-27 10:15:00,1,1,1,tanimura & antle,microbiological (pathogenic) e.coli o157:h7,Class I,0
7373,2012-08-24 22:14:00,2012-08-24 22:14:00,1,1,1,gfs,microbiological (pathogenic) salmonella,Class I,0
7372,2012-08-24 20:40:00,2012-08-24 20:40:00,1,1,1,none,microbiological (pathogenic) listeria,Class I,0
7370,2012-08-24 11:30:00,2012-08-24 11:30:00,1,1,1,daniella,microbiological (pathogenic) salmonella,Class I,0
7367,2012-08-22 19:30:00,2012-08-22 19:30:00,1,1,1,champ's mushroom,microbiological (pathogenic) listeria,Class I,0
7360,2012-08-20 22:10:00,2012-08-20 22:10:00,1,1,1,champ's mushroom,microbiological (pathogenic) listeria,Class I,0
7391,2012-08-20 15:30:00,2012-08-20 15:30:00,1,1,1,la branche d'olivier,microbiological (pathogenic) salmonella,Class II,0
7338,2012-08-17 21:00:00,2012-08-17 21:00:00,1,1,1,tanimura & antle,microbiological (pathogenic) e.coli o157:h7,Class I,0
7361,2012-08-17 21:00:00,2012-08-17 21:00:00,1,1,1,tanimura and antle,microbiological (pathogenic) e.coli o157:h7,Class I,0
7348,2012-08-16 18:30:00,2012-08-16 18:30:00,4,4,1,pure flavor grillers,microbiological (pathogenic) listeria,Class I,0
7379,2012-08-15 16:15:00,2012-08-15 16:15:00,1,1,1,cananut,microbiological (pathogenic) salmonella,Class II,0
7335,2012-08-14 01:30:00,2012-08-14 01:30:00,2,1,2,"compliments, highline mushrooms",microbiological (pathogenic) listeria,Class I,0
7380,2012-08-10 16:50:00,2012-08-10 16:50:00,1,1,1,iqbal foods,microbiological (pathogenic) salmonella,Class II,0
7382,2012-08-10 16:50:00,2012-08-10 16:50:00,3,1,1,unknown,microbiological (pathogenic) salmonella,Class II,0
7392,2012-08-10 16:50:00,2012-08-10 16:50:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
7388,2012-08-10 16:50:00,2012-08-10 16:50:00,1,1,1,none / aucun,microbiological (pathogenic) salmonella,Class II,0
7385,2012-08-10 16:50:00,2012-08-10 16:50:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
7378,2012-08-10 15:56:00,2012-08-10 15:56:00,1,1,1,marche victoria,microbiological (pathogenic) salmonella,Class II,0
7389,2012-08-10 15:30:00,2012-08-10 15:30:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
7393,2012-08-10 15:15:00,2012-08-10 15:15:00,1,1,1,mcarthur food market,microbiological (pathogenic) salmonella,Class II,0
7289,2012-08-10 15:10:00,2012-08-10 15:10:00,2,2,2,"leadbetter foods inc, smoked back bacon s/c","microbiological (pathogenic) clostridium perfringens, microbiological (pathogenic) staphylococcus aureus",Class III,0
7376,2012-08-09 16:15:00,2012-08-09 16:15:00,1,1,1,cedar phoenicia,microbiological (pathogenic) salmonella,Class II,0
7377,2012-08-09 15:27:00,2012-08-09 15:27:00,3,2,3,"ambrosia natural foods, arsam spices, bruno's fine foods",microbiological (pathogenic) salmonella,Class II,0
7375,2012-08-09 15:24:00,2012-08-09 15:24:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
7383,2012-08-08 16:20:00,2012-08-08 16:20:00,1,1,1,mid-east foods,microbiological (pathogenic) salmonella,Class II,0
7384,2012-08-08 16:20:00,2012-08-08 16:20:00,1,1,1,none/aucun,microbiological (pathogenic) salmonella,Class II,0
7374,2012-08-08 16:20:00,2012-08-08 16:20:00,1,1,1,unknown,microbiological (pathogenic) salmonella,Class II,0
7351,2012-08-08 14:40:00,2012-08-08 14:40:00,1,1,1,sakellis foods,microbiological (pathogenic) salmonella,Class II,0
7369,2012-08-08 13:44:00,2012-08-08 13:44:00,1,1,1,valli,microbiological (pathogenic) salmonella,Class II,0
7381,2012-08-07 16:05:00,2012-08-07 16:05:00,2,1,1,artisan tradition,microbiological (pathogenic) salmonella,Class II,0
7371,2012-08-07 15:05:00,2012-08-07 15:05:00,1,1,1,crac,microbiological (pathogenic) salmonella,Class II,0
7326,2012-08-07 15:05:00,2012-08-07 15:05:00,1,1,1,dino's grocery,microbiological (pathogenic) salmonella,Class II,0
7321,2012-08-07 11:15:00,2012-08-07 11:15:00,1,1,1,stellar smoke salmon,microbiological (pathogenic) clostridium botulinum,Class III,0
7324,2012-08-06 17:25:00,2012-08-06 17:25:00,3,1,1,all seasons,microbiological (pathogenic) salmonella,Class II,0
7323,2012-08-06 15:59:00,2012-08-06 15:59:00,1,1,1,jardi,microbiological (pathogenic) salmonella,Class II,0
7318,2012-08-03 18:29:00,2012-08-03 18:29:00,1,1,1,spice kingdom,microbiological (pathogenic) salmonella,Class II,0
7291,2012-08-01 16:36:00,2012-08-01 16:36:00,2,2,1,salaison alpha ltee,microbiological (pathogenic) e.coli o157:h7,Class I,0
7287,2012-07-30 10:15:00,2012-07-30 10:15:00,24,20,3,"beaupré, perron, perron (pour super c)",microbiological (pathogenic) staphylococcus aureus,Class II,0
7305,2012-07-26 18:02:00,2012-07-26 18:02:00,4,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7300,2012-07-26 15:23:00,2012-07-26 15:23:00,3,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7303,2012-07-26 15:18:00,2012-07-26 15:18:00,3,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7299,2012-07-26 15:15:00,2012-07-26 15:15:00,3,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7301,2012-07-26 11:38:00,2012-07-26 11:38:00,3,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7254,2012-07-26 11:30:00,2012-07-26 11:30:00,1,1,1,teptip,microbiological (other),Class III,0
7298,2012-07-25 13:29:00,2012-07-25 13:29:00,2,2,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7296,2012-07-24 17:23:00,2012-07-24 17:23:00,3,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7293,2012-07-23 17:32:00,2012-07-23 17:32:00,1,1,1,baby move,microbiological (pathogenic) salmonella,Class I,0
7282,2012-07-19 13:34:00,2012-07-19 13:34:00,3,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7281,2012-07-19 11:40:00,2012-07-19 11:40:00,3,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7280,2012-07-18 18:00:00,2012-07-18 18:00:00,3,3,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7278,2012-07-17 19:25:00,2012-07-17 19:25:00,1,1,1,earth greens,microbiological (pathogenic) listeria,Class I,0
7267,2012-07-11 15:00:00,2012-07-11 15:00:00,1,1,1,chining,microbiological (other),Class II,0
7268,2012-07-06 22:56:00,2012-07-06 22:56:00,1,1,1,thomas bros. farm market,microbiological (pathogenic) listeria,Class I,0
7263,2012-07-03 16:15:00,2012-07-03 16:15:00,1,1,1,alkanater,microbiological (pathogenic) salmonella,Class II,0
7252,2012-06-26 18:30:00,2012-06-26 18:30:00,1,1,1,alkanater,microbiological (pathogenic) salmonella,Class II,0
7232,2012-06-15 11:00:00,2012-06-15 11:00:00,1,1,1,suraj,"extraneous material (non-harmful) insect, microbiological (quality) molds",Class III,0
7195,2012-06-05 19:15:00,2012-06-05 19:15:00,2,2,1,none / aucun,microbiological (pathogenic) e.coli o157:h7,Class I,0
7196,2012-06-01 18:16:00,2012-06-01 18:16:00,1,1,1,cuisine du viêt-nam,microbiological (pathogenic) salmonella,Class II,0
7185,2012-06-01 17:30:00,2012-06-01 17:30:00,3,3,1,pusateri's fine foods,microbiological (pathogenic) clostridium botulinum,Class I,0
7172,2012-05-29 10:30:00,2012-05-29 10:30:00,1,1,1,gtc nutrition,microbiological (pathogenic) salmonella,Class II,0
7222,2012-05-24 15:00:00,2012-05-24 15:00:00,2,2,1,none / aucun,microbiological (pathogenic) salmonella,Class II,0
7179,2012-05-20 16:00:00,2012-05-20 16:00:00,10,10,2,"river ranch, sysco natural",microbiological (pathogenic) listeria,Class I,0
7175,2012-05-20 16:00:00,2012-05-20 16:00:00,1,1,1,river ranch,microbiological (pathogenic) listeria,Class I,0
7176,2012-05-20 16:00:00,2012-05-20 16:00:00,9,9,1,river ranch,microbiological (pathogenic) listeria,Class I,0
7177,2012-05-20 16:00:00,2012-05-20 16:00:00,8,7,2,"river ranch, sysco natural",microbiological (pathogenic) listeria,Class I,0
7178,2012-05-20 16:00:00,2012-05-20 16:00:00,7,7,1,river ranch,microbiological (pathogenic) listeria,Class I,0
7190,2012-05-20 16:00:00,2012-05-20 16:00:00,6,6,2,"river ranch, sysco natural",microbiological (pathogenic) listeria,Class I,0
7180,2012-05-20 16:00:00,2012-05-20 16:00:00,8,8,2,"river rance, river ranch",microbiological (pathogenic) listeria,Class I,0
7184,2012-05-20 16:00:00,2012-05-20 16:00:00,21,20,2,"compliments, sensations",microbiological (pathogenic) listeria,Class I,0
7193,2012-05-20 16:00:00,2012-05-20 16:00:00,4,4,2,"river ranch, sysco natural",microbiological (pathogenic) listeria,Class I,0
7220,2012-05-20 16:00:00,2012-05-20 16:00:00,8,8,2,"river ranch, sysco",microbiological (pathogenic) listeria,Class I,0
7181,2012-05-18 19:32:00,2012-05-18 19:32:00,7,6,1,compliments,microbiological (pathogenic) listeria,Class I,0
7170,2012-05-18 19:10:00,2012-05-18 19:10:00,1,1,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7169,2012-05-18 19:10:00,2012-05-18 19:10:00,1,1,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7168,2012-05-18 19:10:00,2012-05-18 19:10:00,1,1,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7163,2012-05-18 19:10:00,2012-05-18 19:10:00,1,1,1,gills onions,microbiological (pathogenic) listeria,Class I,0
7131,2012-05-03 15:20:00,2012-05-03 15:20:00,1,1,1,gorts gouda cheese,microbiological (undetermined),Class III,0
7088,2012-04-25 09:15:00,2012-04-25 09:15:00,1,1,1,gfs,microbiological (other),Class III,0
7124,2012-04-24 17:10:00,2012-04-24 17:10:00,1,1,1,lotus,microbiological (pathogenic) clostridium botulinum,Class I,0
7120,2012-04-21 14:30:00,2012-04-21 14:30:00,1,1,1,lotus,microbiological (pathogenic) clostridium botulinum,Class I,0
7116,2012-04-20 01:15:00,2012-04-20 01:15:00,1,1,1,lotus fine food,microbiological (pathogenic) clostridium botulinum,Class I,0
7104,2012-04-17 02:00:00,2012-04-17 02:00:00,2,2,2,"kristapson's, north 44",microbiological (pathogenic) clostridium botulinum,Class I,0
7107,2012-04-13 13:58:00,2012-04-13 13:58:00,1,1,1,deli chef,microbiological (pathogenic) listeria,Class I,0
