BrandName,TotalRecalls,UniqueProducts,UniquePathogens,YearsActive,DominantPathogen,DominantClass,DominantSeason,FirstRecall,LastRecall,AvgDaysBetweenRecalls,ClassI,ClassII,ClassIII,UnknownClass,ClassI_Pct,ClassII_Pct,ClassIII_Pct,UnknownClass_Pct
Talley'S,1,1,1,1,microbiological (quality) generic e.coli,Class III,Winter,2011-12-29,2011-12-29,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Vincenzo'S,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-07,2011-09-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Tanimura And Antle,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Summer,2012-08-17,2012-08-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Tara Foods Inc.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Bonvallis,1,1,1,1,microbiological (quality) generic e.coli,Class II,Fall,2022-09-02,2022-09-02,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Boffo'S Fine Foods,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-25,2019-10-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Boffo'S,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Winter,2019-02-27,2019-02-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Bloor Superfresh,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-12,2011-09-12,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Tender Loving Care,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2020-08-01,2020-08-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Tendero,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-29,2012-09-29,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sweet Nothings,1,1,1,1,microbiological (quality) molds,Class III,Spring,2011-05-18,2011-05-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Sweet Island,1,1,1,1,microbiological (quality) generic e.coli,Class II,Summer,2021-06-14,2021-06-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Bulk Californis Walnuts Imported /Distributed By Jvf,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2011-09-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Burger King Canada,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2013-01-13,2013-01-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Cabela'S Classic Candies,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-09,2016-06-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sunland,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2012-11-16,2012-11-16,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sunland Valencia,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2012-10-19,2012-10-19,0.0,1,0,0,0,100.0,0.0,0.0,0.0
"C.W. Hendrix Farms, Inc.",1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2011-05-30,2011-05-30,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Bv Fisheries,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class III,Fall,2012-10-15,2012-10-15,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Sunridge Farm,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Bv Balance,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sunripe,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-07,2011-09-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Alzahraa Halal Meat,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Butcher'S Selection/La Sélection Du Boucher,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2018-04-17,2018-04-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Walmart,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-29,2012-09-29,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Ambrosia Natural Foods,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-09,2012-08-09,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Super,1,1,1,1,microbiological (pathogenic) listeria,Class II,Fall,2023-09-19,2023-09-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Butcher'S Block Portioned Meats Aa,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Butcher'S Block Portioned Meat Aa,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Butche'S Block Portioned Meats,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Wal-Mart,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-28,2012-09-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Bustan,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2016-12-07,2016-12-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sushi-Deli,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Summer,2011-08-15,2011-08-15,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Suzie'S,1,1,1,1,microbiological (quality) yeasts,Class III,Spring,2022-05-17,2022-05-17,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Sweet 2  Eat,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2014-07-21,2014-07-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
La San Marzano,1,1,1,1,microbiological (quality) molds,Class III,Spring,2018-04-10,2018-04-10,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Prepared For Reddi Food Solutions,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Delta,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2013-06-18,2013-06-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Harvest Wagon,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Harvest Sweet 2 Eat,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2014-07-21,2014-07-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Harvest Meats,1,1,1,1,microbiological (other),Class II,Winter,2021-01-14,2021-01-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Harvest Creek,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Spring,2018-03-28,2018-03-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Mott'S,1,1,1,1,microbiological (quality) molds,Class III,Spring,2013-05-30,2013-05-30,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Harmonie,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2016-05-06,2016-05-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Moulin Abénakis,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2022-04-14,2022-04-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mounet Group,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2022-11-17,2022-11-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Harman,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2024-02-17,2024-02-17,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mr. Porky Original Scratchings,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2021-08-23,2021-08-23,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mr. Snack,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-03,2019-10-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Mr. Sub,1,1,1,1,"microbiological (other), microbiological (pathogenic) salmonella",Class II,Fall,2013-11-19,2013-11-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mrs. Bridges,1,1,1,1,microbiological (undetermined),Class III,Fall,2016-10-27,2016-10-27,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Hardywares,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2016-04-13,2016-04-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Hanahreum Mart,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-07,2012-10-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Murchie'S,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2013-02-24,2013-02-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Halayeb (Arabic / Arabe),1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2011-07-27,2011-07-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Halal Meat Market,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
H0-Ya,1,1,1,1,microbiological (quality) yeasts,Class III,Fall,2023-11-09,2023-11-09,0.0,0,0,1,0,0.0,0.0,100.0,0.0
My Country Delicatessen Limited,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2011-08-13,2011-08-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
My Grandfather'S Farm,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2020-11-20,2020-11-20,0.0,1,0,0,0,100.0,0.0,0.0,0.0
My Mix Grab N' Go,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2017-01-09,2017-01-09,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mychopchop,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2019-06-03,2019-06-03,0.0,0,1,0,0,0.0,100.0,0.0,0.0
H. Van Wijnen,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Summer,2016-07-15,2016-07-15,0.0,1,0,0,0,100.0,0.0,0.0,0.0
N/A (Korean Characters Only) / S.O. (Caractères Coréen Seulement),1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2014-04-03,2014-04-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
N/A (Sold From Bulk  / Vendu En Vrac),1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2014-04-17,2014-04-17,0.0,0,1,0,0,0.0,100.0,0.0,0.0
"Harvest Sweet, Prima, Wawona",1,1,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2020-08-22,2020-08-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Haskalife,1,1,1,1,microbiological (quality) molds,Class III,Summer,2023-06-26,2023-06-26,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Read Island Gem,1,1,1,1,microbiological (other),Class III,Spring,2022-04-13,2022-04-13,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Hatton Naturals,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2019-03-21,2019-03-21,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Home Style Flavours,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Mer Bleu/ Mer Bleu,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Merilin International Trading,1,1,1,1,microbiological (pathogenic) bacillus cereus,Class II,Spring,2013-03-06,2013-03-06,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mermaid/ Mermaid,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Hing Man Meat Inc.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Metro Ontario Inc.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-05,2019-10-05,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Highline Mushrooms,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2012-08-14,2012-08-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Highland Packers,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Michael Kelly,1,1,1,1,microbiological (quality) generic e.coli,Class II,Spring,2019-03-29,2019-03-29,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Highland Farms Store (Maple),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-10,2017-05-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Highland Farms (Scarborough),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-09,2017-05-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Michaud,1,1,1,1,microbiological (other),Class III,Summer,2017-08-11,2017-08-11,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Microbrasserie Charlevoix,1,1,1,1,microbiological (quality) yeasts,Class III,Fall,2019-09-04,2019-09-04,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Mid-East Foods,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-08,2012-08-08,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Milano,1,1,1,1,microbiological (quality) molds,Class III,Winter,2015-12-30,2015-12-30,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Mildmay Cheese Haus,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-16,2017-06-16,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Highland Farms,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
High Quality Organics,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2020-10-20,2020-10-20,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Mina Halal,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Spring,2017-05-09,2017-05-09,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Ming Xiang,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2022-04-04,2022-04-04,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Herpak,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Mistral/ Mistral,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Misty Harbour Seafood,1,1,1,1,microbiological (pathogenic) e.coli,Class III,Fall,2011-10-04,2011-10-04,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Her-Pak Inc,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-10,2012-10-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Haute Montagne,1,1,1,1,microbiological (pathogenic) e.coli,Class I,Spring,2018-05-14,2018-05-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Gusta,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2021-07-23,2021-07-23,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Nabati,1,1,1,1,microbiological (quality) molds,Class III,Summer,2017-08-14,2017-08-14,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Gtc Nutrition,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2012-05-29,2012-05-29,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Groupe Tomapure,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2023-11-10,2023-11-10,0.0,0,1,0,0,0.0,100.0,0.0,0.0
No Name  Club Pack / Format Club Sans Nom,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-13,2012-03-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
No Name  Club Pack / Sans Nom Format Club,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2012-02-18,2012-02-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Gomacro,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2017-06-15,2017-06-15,0.0,1,0,0,0,100.0,0.0,0.0,0.0
No. 69 / « No. 69 »,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Noah Martin,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2014-11-03,2014-11-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Golosini,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2019-12-03,2019-12-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Golden Medal(Chinese Characters Only) / Caractères Chinois Uniquement,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2022-03-16,2022-03-16,0.0,1,0,0,0,100.0,0.0,0.0,0.0
None (Product Manufactured By Jbs Food Canada Ulc),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2020-09-27,2020-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Golden Boy Foods,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2012-12-11,2012-12-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Gold Seal,1,1,1,1,microbiological (other),Class II,Summer,2016-06-03,2016-06-03,0.0,0,1,0,0,0.0,100.0,0.0,0.0
None - Est 653 / Aucune Marque - Est 653,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
None - Freshly Made By Arbutus Ridge Farms Ltd.,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-04-01,2014-04-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Gold Reid X Smalls,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
None - Packed For Grande Cheese Company Ltd.,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-17,2014-03-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Gold Coast,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-08-03,2017-08-03,0.0,0,1,0,0,0.0,100.0,0.0,0.0
None - Prepared For Food Basics / Aucune – Préparé Pour Food Basics,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2017-11-08,2017-11-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
None / Acune,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-22,2019-10-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
None / Aucun (Fanny Bay Oyster Seafood Shop),1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-03-03,2015-03-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
None / Aucun (Northmart),1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-03-03,2015-03-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
None / Aucun - Packaged For Dawn Food Products Ltd,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2018-01-24,2018-01-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Gng Food Service,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2013-01-29,2013-01-29,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Gm Casearia,1,1,1,1,microbiological (quality) generic e.coli,Class II,Winter,2019-12-02,2019-12-02,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Globe Meats Fresh Market & Grill,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-09-26,2019-09-26,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Gioia,1,1,1,1,microbiological (quality) molds,Class III,Fall,2013-11-14,2013-11-14,0.0,0,0,1,0,0.0,0.0,100.0,0.0
None / Aucune (Épicerie Frenette),1,1,1,1,microbiological (other),Class II,Summer,2022-06-01,2022-06-01,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Good,1,1,1,1,microbiological (pathogenic) listeria,Class II,Winter,2023-12-06,2023-12-06,0.0,0,1,0,0,0.0,100.0,0.0,0.0
No Frills,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-06,2011-09-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Goodleaf,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2018-06-28,2018-06-28,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Nesbitt'S,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Groupe Mty,1,1,1,1,microbiological (other),Class III,Summer,2017-08-16,2017-08-16,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Nanuk,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2018-05-17,2018-05-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Natrel,1,1,1,1,microbiological (quality) acc,Class III,Spring,2017-05-18,2017-05-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Natural Frontier Foods,1,1,1,1,microbiological (pathogenic) e.coli,Class I,Summer,2019-07-16,2019-07-16,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Naturally Good,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2018-01-23,2018-01-23,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Nature'S Path,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2017-06-14,2017-06-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Nature'S Pick,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2023-06-02,2023-06-02,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Green Leaf Lettuce,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2018-12-15,2018-12-15,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Neal Brothers Foods,1,1,1,1,microbiological (other),Class III,Fall,2013-09-06,2013-09-06,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Green Field,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2018-01-24,2018-01-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Nepco - Xl Food,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Gorts Gouda Cheese,1,1,1,1,microbiological (undetermined),Class III,Spring,2012-05-03,2012-05-03,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Nirapara,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2013-10-07,2013-10-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Gort'S Gorda Cheese Farm,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2013-09-17,2013-09-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Gorge Harbour Oysters,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Newly Weds Foods,1,1,1,1,microbiological (pathogenic) e.coli,Class III,Fall,2016-09-22,2016-09-22,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Newly Weds Foods - Hain Celestial Canada,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-13,2017-06-13,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Newly Weds Foods - Punjab Milk Foods Inc.,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-13,2017-06-13,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Newly Weds Foods - Schwartz Sausage Co.,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-13,2017-06-13,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Gopi,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2015-09-17,2015-09-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Newmarket Meat Packers Limited,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-06,2017-05-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Nexsoy,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2011-09-21,2011-09-21,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Nffc (National Frozen Foods Corporation),1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-20,2016-06-20,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Goose Point Oysters,1,1,1,1,microbiological (quality) generic e.coli,Class II,Summer,2023-06-01,2023-06-01,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Menthe Et Aromates Myriam Inc.,1,1,1,1,microbiological (quality) generic e.coli,Class III,Summer,2014-06-19,2014-06-19,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Honeyman'S,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Honeymoon / « Honeymoon »,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Jubilee,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-09,2011-09-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Kokkinos Oreinos,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Spring,2019-04-12,2019-04-12,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Les Produits Bio-Sphère,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2015-10-26,2015-10-26,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Klassic Coconut,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2017-03-08,2017-03-08,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Kitchen Table,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-09,2011-09-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Kitchen Kuttings,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Kitchen By Brad Smoliak,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Winter,2014-02-04,2014-02-04,0.0,1,0,0,0,100.0,0.0,0.0,0.0
King Island,1,1,1,1,microbiological (other),Class II,Spring,2014-05-26,2014-05-26,0.0,0,1,0,0,0.0,100.0,0.0,0.0
